"year","level","la_name","school_type","num_schools","headcount","perm_excl","perm_excl_rate","fixed_excl","fixed_excl_rate","one_plus_fixed","one_or_more_fixed_excl_rate"
"201415","Local authority","North East Lincolnshire","Special","2","296","0","0","4","1.35","4","1.35"
"201415","Local authority","North Lincolnshire","Total","78","23695","16","0.07","2063","8.71","738","3.11"
"201415","Local authority","North Lincolnshire","Primary","63","14484","4","0.03","267","1.84","111","0.77"
"201415","Local authority","North Lincolnshire","Secondary","13","8949","12","0.13","1793","20.04","626","7"
"201415","Local authority","North Lincolnshire","Special","2","262","0","0","3","1.15","x","x"
"201415","Local authority","North Yorkshire","Total","368","81951","48","0.06","3047","3.72","1409","1.72"
"201415","Local authority","North Yorkshire","Primary","313","44290","0","0","489","1.1","184","0.42"
"201415","Local authority","North Yorkshire","Secondary","43","36896","47","0.13","2513","6.81","1204","3.26"
"201415","Local authority","North Yorkshire","Special","12","765","x","x","45","5.88","21","2.75"
"201415","Local authority","York","Total","61","24323","4","0.02","761","3.13","368","1.51"
"201415","Local authority","York","Primary","50","14232","0","0","146","1.03","69","0.48"
"201415","Local authority","York","Secondary","9","9862","4","0.04","615","6.24","299","3.03"
"201415","Local authority","York","Special","2","229","0","0","0","0","0","0"
"201415","Local authority","Luton","Total","64","35749","18","0.05","1383","3.87","835","2.34"
"201415","Local authority","Luton","Primary","48","22151","0","0","115","0.52","70","0.32"
"201415","Local authority","Luton","Secondary","13","13203","18","0.14","1267","9.6","764","5.79"
"201415","Local authority","Luton","Special","3","395","0","0","x","x","x","x"
"201415","Local authority","Bedford","Total","76","26921","34","0.13","756","2.81","447","1.66"
"201415","Local authority","Bedford","Primary","52","12378","3","0.02","98","0.79","47","0.38"
"201415","Local authority","Bedford","Secondary","21","14217","31","0.22","655","4.61","398","2.8"
"201415","Local authority","Bedford","Special","3","326","0","0","3","0.92","x","x"
"201415","Local authority","Central Bedfordshire","Total","133","41431","25","0.06","1368","3.3","689","1.66"
"201415","Local authority","Central Bedfordshire","Primary","97","20366","6","0.03","236","1.16","116","0.57"
"201415","Local authority","Central Bedfordshire","Secondary","32","20573","18","0.09","1099","5.34","552","2.68"
"201415","Local authority","Central Bedfordshire","Special","4","492","x","x","33","6.71","21","4.27"
"201415","Local authority","Buckinghamshire","Total","231","80764","56","0.07","2200","2.72","1217","1.51"
"201415","Local authority","Buckinghamshire","Primary","181","42973","6","0.01","413","0.96","183","0.43"
"201415","Local authority","Buckinghamshire","Secondary","37","36525","47","0.13","1691","4.63","994","2.72"
"201415","Local authority","Buckinghamshire","Special","13","1266","3","0.24","96","7.58","40","3.16"
"201415","Local authority","Milton Keynes","Total","106","44081","28","0.06","2117","4.8","996","2.26"
"201415","Local authority","Milton Keynes","Primary","88","25620","16","0.06","366","1.43","171","0.67"
"201415","Local authority","Milton Keynes","Secondary","12","17742","12","0.07","1488","8.39","745","4.2"
"201415","Local authority","Milton Keynes","Special","6","719","0","0","263","36.58","80","11.13"
"201415","Local authority","Derbyshire","Total","405","106390","92","0.09","4083","3.84","1965","1.85"
"201415","Local authority","Derbyshire","Primary","350","61839","9","0.01","926","1.5","378","0.61"
"201415","Local authority","Derbyshire","Secondary","45","43685","82","0.19","2978","6.82","1538","3.52"
"201415","Local authority","Derbyshire","Special","10","866","x","x","179","20.67","49","5.66"
"201415","Local authority","Derby","Total","92","40702","45","0.11","1712","4.21","936","2.3"
"201415","Local authority","Derby","Primary","71","23950","14","0.06","230","0.96","135","0.56"
"201415","Local authority","Derby","Secondary","14","16054","30","0.19","1380","8.6","761","4.74"
"201415","Local authority","Derby","Special","7","698","x","x","102","14.61","40","5.73"
"201415","Local authority","Dorset","Total","169","54667","12","0.02","1553","2.84","924","1.69"
"201415","Local authority","Dorset","Primary","130","25391","x","x","275","1.08","125","0.49"
"201415","Local authority","Dorset","Secondary","33","28631","9","0.03","1261","4.4","787","2.75"
"201415","Local authority","Dorset","Special","6","645","x","x","17","2.64","12","1.86"
"201415","Local authority","Poole","Total","41","19248","38","0.2","1173","6.09","434","2.25"
"201415","Local authority","Poole","Primary","27","10101","4","0.04","284","2.81","97","0.96"
"201415","Local authority","Poole","Secondary","9","8828","34","0.39","888","10.06","336","3.81"
"201415","Local authority","Poole","Special","5","319","0","0","x","x","x","x"
"201415","Local authority","Bournemouth","Total","41","22159","21","0.09","1064","4.8","522","2.36"
"201415","Local authority","Bournemouth","Primary","27","11799","x","x","229","1.94","84","0.71"
"201415","Local authority","Bournemouth","Secondary","12","9958","19","0.19","824","8.27","432","4.34"
"201415","Local authority","Bournemouth","Special","2","402","0","0","11","2.74","6","1.49"
"201415","Local authority","Durham","Total","264","70412","79","0.11","2839","4.03","1367","1.94"
"201415","Local authority","Durham","Primary","221","41492","6","0.01","547","1.32","242","0.58"
"201415","Local authority","Durham","Secondary","33","27655","73","0.26","2058","7.44","1022","3.7"
"201415","Local authority","Durham","Special","10","1265","0","0","234","18.5","103","8.14"
"201415","Local authority","Darlington","Total","38","15291","0","0","844","5.52","402","2.63"
"201415","Local authority","Darlington","Primary","29","9233","0","0","72","0.78","39","0.42"
"201415","Local authority","Darlington","Secondary","7","5789","0","0","703","12.14","336","5.8"
"201415","Local authority","Darlington","Special","2","269","0","0","69","25.65","27","10.04"
"201415","Local authority","East Sussex","Total","192","64752","70","0.11","2605","4.02","1291","1.99"
"201415","Local authority","East Sussex","Primary","152","37478","14","0.04","585","1.56","259","0.69"
"201415","Local authority","East Sussex","Secondary","28","26188","56","0.21","1827","6.98","963","3.68"
"201415","Local authority","East Sussex","Special","12","1086","0","0","193","17.77","69","6.35"
"201415","Local authority","Brighton and Hove","Total","72","31785","4","0.01","1084","3.41","579","1.82"
"201415","Local authority","Brighton and Hove","Primary","54","19207","x","x","263","1.37","115","0.6"
"201415","Local authority","Brighton and Hove","Secondary","10","12058","3","0.02","754","6.25","433","3.59"
"201415","Local authority","Brighton and Hove","Special","8","520","0","0","67","12.88","31","5.96"
"201415","Local authority","Hampshire","Total","524","170300","56","0.03","5961","3.5","2984","1.75"
"201415","Local authority","Hampshire","Primary","427","101131","11","0.01","1583","1.57","665","0.66"
"201415","Local authority","Hampshire","Secondary","70","66582","42","0.06","3951","5.93","2128","3.2"
"201415","Local authority","Hampshire","Special","27","2587","3","0.12","427","16.51","191","7.38"
"201415","Local authority","Portsmouth","Total","65","24503","13","0.05","1392","5.68","486","1.98"
"201415","Local authority","Portsmouth","Primary","49","15658","4","0.03","262","1.67","115","0.73"
"201415","Local authority","Portsmouth","Secondary","11","8304","9","0.11","377","4.54","238","2.87"
"201415","Local authority","Portsmouth","Special","5","541","0","0","753","139.19","133","24.58"
"201415","Local authority","Southampton","Total","73","29288","20","0.07","1129","3.85","621","2.12"
"201415","Local authority","Southampton","Primary","54","18984","3","0.02","361","1.9","164","0.86"
"201415","Local authority","Southampton","Secondary","13","9844","17","0.17","711","7.22","429","4.36"
"201415","Local authority","Southampton","Special","6","460","0","0","57","12.39","28","6.09"
"201415","Local authority","Leicestershire","Total","286","94299","21","0.02","2564","2.72","1375","1.46"
"201415","Local authority","Leicestershire","Primary","223","50527","12","0.02","324","0.64","161","0.32"
"201415","Local authority","Leicestershire","Secondary","57","42753","9","0.02","2211","5.17","1201","2.81"
"201415","Local authority","Leicestershire","Special","6","1019","0","0","29","2.85","13","1.28"
"201415","Local authority","Leicester","Total","107","51416","11","0.02","1844","3.59","1017","1.98"
"201415","Local authority","Leicester","Primary","82","32636","x","x","286","0.88","147","0.45"
"201415","Local authority","Leicester","Secondary","18","17932","8","0.04","1477","8.24","818","4.56"
"201415","Local authority","Leicester","Special","7","848","x","x","81","9.55","52","6.13"
"201415","Local authority","Rutland","Total","21","5536","7","0.13","163","2.94","101","1.82"
"201415","Local authority","Rutland","Primary","17","2772","x","x","5","0.18","4","0.14"
"201415","Local authority","Rutland","Secondary","3","2755","6","0.22","158","5.74","97","3.52"
"201415","Local authority","Rutland","Special","1","9","0","0","0","0","0","0"
"201415","Local authority","Staffordshire","Total","391","119678","129","0.11","3805","3.18","2145","1.79"
"201415","Local authority","Staffordshire","Primary","295","64789","31","0.05","746","1.15","360","0.56"
"201415","Local authority","Staffordshire","Secondary","73","52642","96","0.18","2999","5.7","1745","3.31"
"201415","Local authority","Staffordshire","Special","23","2247","x","x","60","2.67","40","1.78"
"201415","Local authority","Stoke-on-Trent","Total","92","36668","55","0.15","1826","4.98","974","2.66"
"201415","Local authority","Stoke-on-Trent","Primary","72","23790","9","0.04","365","1.53","188","0.79"
"201415","Local authority","Stoke-on-Trent","Secondary","16","12279","46","0.37","1366","11.12","744","6.06"
"201415","Local authority","Stoke-on-Trent","Special","4","599","0","0","95","15.86","42","7.01"
"201415","Local authority","Wiltshire","Total","236","65967","15","0.02","2195","3.33","1139","1.73"
"201415","Local authority","Wiltshire","Primary","200","36405","10","0.03","615","1.69","269","0.74"
"201415","Local authority","Wiltshire","Secondary","30","29008","5","0.02","1488","5.13","814","2.81"
"201415","Local authority","Wiltshire","Special","6","554","0","0","92","16.61","56","10.11"
"201415","Local authority","Swindon","Total","80","31743","27","0.09","1774","5.59","782","2.46"
"201415","Local authority","Swindon","Primary","62","19049","x","x","207","1.09","100","0.52"
"201415","Local authority","Swindon","Secondary","12","12201","25","0.2","1230","10.08","595","4.88"
"201415","Local authority","Swindon","Special","6","493","0","0","337","68.36","87","17.65"
"201415","Local authority","Bracknell Forest","Total","38","17226","x","x","412","2.39","234","1.36"
"201415","Local authority","Bracknell Forest","Primary","31","10441","0","0","85","0.81","53","0.51"
"201415","Local authority","Bracknell Forest","Secondary","6","6608","x","x","327","4.95","181","2.74"
"201415","Local authority","Bracknell Forest","Special","1","177","0","0","0","0","0","0"
"201415","Local authority","Windsor and Maidenhead","Total","62","20723","6","0.03","556","2.68","351","1.69"
"201415","Local authority","Windsor and Maidenhead","Primary","46","10353","0","0","56","0.54","25","0.24"
"201415","Local authority","Windsor and Maidenhead","Secondary","14","10115","6","0.06","498","4.92","324","3.2"
"201415","Local authority","Windsor and Maidenhead","Special","2","255","0","0","x","x","x","x"
"201415","Local authority","West Berkshire","Total","79","25494","16","0.06","910","3.57","459","1.8"
"201415","Local authority","West Berkshire","Primary","66","13312","0","0","145","1.09","65","0.49"
"201415","Local authority","West Berkshire","Secondary","10","11580","16","0.14","728","6.29","368","3.18"
"201415","Local authority","West Berkshire","Special","3","602","0","0","37","6.15","26","4.32"
"201415","Local authority","Reading","Total","50","20197","21","0.1","548","2.71","293","1.45"
"201415","Local authority","Reading","Primary","38","13038","5","0.04","245","1.88","100","0.77"
"201415","Local authority","Reading","Secondary","8","6931","15","0.22","289","4.17","184","2.65"
"201415","Local authority","Reading","Special","4","228","x","x","14","6.14","9","3.95"
"201415","Local authority","Slough","Total","45","27834","4","0.01","696","2.5","443","1.59"
"201415","Local authority","Slough","Primary","29","16725","x","x","149","0.89","83","0.5"
"201415","Local authority","Slough","Secondary","13","10762","3","0.03","441","4.1","316","2.94"
